municipality;municipality_norm;province;province_norm;province_code;region;branch;branch_candidates;confidence;caps
Castel Del Monte;CASTEL DEL MONTE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67023
Castel Di Ieri;CASTEL DI IERI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Castel Di Sangro;CASTEL DI SANGRO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67031
Castellafiume;CASTELLAFIUME;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Castelnuovo;CASTELNUOVO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Castelnuovo Di San Pio Delle Camere;CASTELNUOVO DI SAN PIO DELLE CAMERE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Castelvecchio Calvisio;CASTELVECCHIO CALVISIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Castelvecchio Subequo;CASTELVECCHIO SUBEQUO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67024
Castronovo;CASTRONOVO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Castrovalva;CASTROVALVA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Cavate;CAVATE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67039
Celano;CELANO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67043
Cerchio;CERCHIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67044
Cesaproba;CESAPROBA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67015
Cese;CESE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67051
Civita;CIVITA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67063
Civita D'Antino;CIVITA D ANTINO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Civitaretenga;CIVITARETENGA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Civitella Alfedena;CIVITELLA ALFEDENA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Civitella Roveto;CIVITELLA ROVETO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67054
Cocullo;COCULLO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Collarmele;COLLARMELE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67040
Colle Brincioni;COLLE BRINCIONI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Colle Di Roio;COLLE DI ROIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Collebrincioni;COLLEBRINCIONI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Collelongo;COLLELONGO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Collepietro;COLLEPIETRO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Colli Di Montebove;COLLI DI MONTEBOVE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67061
Coppito;COPPITO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Corcumello;CORCUMELLO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67053
Corfinio;CORFINIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Corona;CORONA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Fagnano Alto;FAGNANO ALTO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Fontecchio;FONTECCHIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Forcella;FORCELLA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Forme;FORME;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Fossa;FOSSA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Frattura;FRATTURA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67038
Frattura Di Scanno;FRATTURA DI SCANNO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67038
Gagliano Aterno;GAGLIANO ATERNO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Gallo;GALLO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67069
Gallo Di Tagliacozzo;GALLO DI TAGLIACOZZO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67069
Gioia Dei Marsi;GIOIA DEI MARSI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67055
Goriano Sicoli;GORIANO SICOLI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Goriano Valli;GORIANO VALLI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Grancia;GRANCIA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Introdacqua;INTRODACQUA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
L'Aquila;L AQUILA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Lecce Nei Marsi;LECCE NEI MARSI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Luco Dei Marsi;LUCO DEI MARSI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67056
Lucoli;LUCOLI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67045
Magliano De' Marsi;MAGLIANO DE MARSI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67062
Marana;MARANA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67015
Marana Di Montereale;MARANA DI MONTEREALE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67015
Marane;MARANE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67039
Marano Dei Marsi;MARANO DEI MARSI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67062
Marruci;MARRUCI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67017
Mascioni;MASCIONI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67013
Massa D'Albe;MASSA D ALBE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Meta;META;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67054
Molina Aterno;MOLINA ATERNO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Montereale;MONTEREALE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67015
Montesabinese;MONTESABINESE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67061
Monticchio;MONTICCHIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Morino;MORINO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Navelli;NAVELLI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Ocre;OCRE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67040
Ofena;OFENA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67025
Onna;ONNA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Opi;OPI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Oricola;ORICOLA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67063
Ortolano;ORTOLANO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67013
Ortona Dei Marsi;ORTONA DEI MARSI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Ortucchio;ORTUCCHIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Ovindoli;OVINDOLI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67046
Pacentro;PACENTRO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Paganica;PAGANICA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Pagliara;PAGLIARA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Pagliara Dei Marsi;PAGLIARA DEI MARSI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Pagliare;PAGLIARE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Paterno;PATERNO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67051
Pereto;PERETO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67064
Pero Dei Santi;PERO DEI SANTI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Pescasseroli;PESCASSEROLI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67032
Pescina;PESCINA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67057
Pescocanale;PESCOCANALE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67053
Pescocanale Di Capistrello;PESCOCANALE DI CAPISTRELLO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67053
Pescocostanzo;PESCOCOSTANZO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67033
Petrella Liri;PETRELLA LIRI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67060
Pettorano Sul Gizio;PETTORANO SUL GIZIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67034
Pianola;PIANOLA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Picenze;PICENZE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67021
Pietransieri;PIETRANSIERI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67037
Pietrasecca;PIETRASECCA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67061
Pile;PILE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Pizzoli;PIZZOLI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67017
Poggetello;POGGETELLO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67069
Poggetello Di Tagliacozzo;POGGETELLO DI TAGLIACOZZO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67069
Poggio Cancelli;POGGIO CANCELLI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67013
Poggio Cinolfo;POGGIO CINOLFO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67061
Poggio Di Roio;POGGIO DI ROIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Poggio Filippo;POGGIO FILIPPO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67069
Poggio Picenze;POGGIO PICENZE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67026
Prata D'Ansidonia;PRATA D ANSIDONIA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Pratola Peligna;PRATOLA PELIGNA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67035
Preturo;PRETURO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Prezza;PREZZA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Raiano;RAIANO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67027
Rendinara;RENDINARA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Ridotti;RIDOTTI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67052
Ridotti Di Balsorano;RIDOTTI DI BALSORANO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67052
Rivisondoli;RIVISONDOLI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67036
Rocca Di Botte;ROCCA DI BOTTE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67066
Rocca Di Cambio;ROCCA DI CAMBIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67047
Rocca Di Mezzo;ROCCA DI MEZZO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67048
Rocca Pia;ROCCA PIA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Rocca Santo Stefano;ROCCA SANTO STEFANO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67049
Rocca Santo Stefano Di Tornimparte;ROCCA SANTO STEFANO DI TORNIMPARTE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67049
Roccacasale;ROCCACASALE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Roccacerro;ROCCACERRO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67069
Roccacinquemiglia;ROCCACINQUEMIGLIA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67031
Roccapreturo;ROCCAPRETURO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Roccaraso;ROCCARASO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67037
Roccavivi;ROCCAVIVI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Roio Piano;ROIO PIANO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Rosciolo;ROSCIOLO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67062
Rosciolo Dei Marsi;ROSCIOLO DEI MARSI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67062
Rovere;ROVERE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67048
Rovere Di Rocca Di Mezzo;ROVERE DI ROCCA DI MEZZO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67048
San Benedetto;SAN BENEDETTO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
San Benedetto Dei Marsi;SAN BENEDETTO DEI MARSI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67058
San Benedetto In Perillis;SAN BENEDETTO IN PERILLIS;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
San Demetrio Ne' Vestini;SAN DEMETRIO NE VESTINI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67028
San Donato;SAN DONATO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67069
San Donato Di Tagliacozzo;SAN DONATO DI TAGLIACOZZO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67069
San Giovanni;SAN GIOVANNI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67012
San Giovanni Paganica;SAN GIOVANNI PAGANICA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67015
San Gregorio;SAN GREGORIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
San Lorenzo Di Pizzoli;SAN LORENZO DI PIZZOLI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67017
San Martino D'Ocre;SAN MARTINO D OCRE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67040
San Nicola;SAN NICOLA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67049
San Nicola Di Tornimparte;SAN NICOLA DI TORNIMPARTE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67049
San Pelino;SAN PELINO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67051
San Pio Delle Camere;SAN PIO DELLE CAMERE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
San Potito;SAN POTITO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67046
San Sebastiano;SAN SEBASTIANO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
San Vincenzo Valle Roveto;SAN VINCENZO VALLE ROVETO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
San Vincenzo Valle Roveto Superiore;SAN VINCENZO VALLE ROVETO SUPERIORE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
San Vincenzo Vecchio;SAN VINCENZO VECCHIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
San Vittorino;SAN VITTORINO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
San Vittorino Amiterno;SAN VITTORINO AMITERNO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Sant'Eusanio Forconese;SANT EUSANIO FORCONESE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Sante Marie;SANTE MARIE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67067
Santi;SANTI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Santo Iona;SANTO IONA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67046
Santo Stefano;SANTO STEFANO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67067
Santo Stefano Di Sante Marie;SANTO STEFANO DI SANTE MARIE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67067
Santo Stefano Di Sessanio;SANTO STEFANO DI SESSANIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Santuario Di Pietracquaria;SANTUARIO DI PIETRACQUARIA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67051
Sassa;SASSA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Scanno;SCANNO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67038
Scanzano;SCANZANO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67067
Scontrone;SCONTRONE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Scoppito;SCOPPITO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67019
Scurcola Marsicana;SCURCOLA MARSICANA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67068
Secinaro;SECINARO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67029
Sella Di Corno;SELLA DI CORNO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67019
Sorbo;SORBO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67069
Sorbo Di Tagliacozzo;SORBO DI TAGLIACOZZO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67069
Sulmona;SULMONA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67039
Tagliacozzo;TAGLIACOZZO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67069
Tempera;TEMPERA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67100
Tione Degli Abruzzi;TIONE DEGLI ABRUZZI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Tornimparte;TORNIMPARTE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67049
Torre Dei Nolfi;TORRE DEI NOLFI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Torrone;TORRONE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67039
Torrone Di Sulmona;TORRONE DI SULMONA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67039
Trasacco;TRASACCO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67059
Tremonti;TREMONTI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67069
Tufo Di Carsoli;TUFO DI CARSOLI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67061
Tussio;TUSSIO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Venere;VENERE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67057
Verrecchie;VERRECCHIE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67060
Vigliano;VIGLIANO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67019
Villa Romana;VILLA ROMANA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67061
Villa San Sebastiano;VILLA SAN SEBASTIANO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67069
Villa Sant'Angelo;VILLA SANT ANGELO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Villa Santa Lucia Degli Abruzzi;VILLA SANTA LUCIA DEGLI ABRUZZI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67020
Villa Scontrone;VILLA SCONTRONE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Villagrande;VILLAGRANDE;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67049
Villalago;VILLALAGO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Villavallelonga;VILLAVALLELONGA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67050
Ville Di Fano;VILLE DI FANO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67015
Ville Di Lucoli;VILLE DI LUCOLI;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67045
Villetta Barrea;VILLETTA BARREA;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Vittorito;VITTORITO;L'Aquila;L AQUILA;AQ;Abruzzi;Roma Nomentana;Roma Nomentana;alta;67030
Abbateggio;ABBATEGGIO;Pescara;PESCARA;PE;Abruzzi;Roma Nomentana;Roma Nomentana;alta;65020
Alanno;ALANNO;Pescara;PESCARA;PE;Abruzzi;Roma Nomentana;Roma Nomentana;alta;65020
Alanno Scalo;ALANNO SCALO;Pescara;PESCARA;PE;Abruzzi;Roma Nomentana;Roma Nomentana;alta;65020
Alanno Stazione;ALANNO STAZIONE;Pescara;PESCARA;PE;Abruzzi;Roma Nomentana;Roma Nomentana;alta;65020
Barberi;BARBERI;Pescara;PESCARA;PE;Abruzzi;Roma Nomentana;Roma Nomentana;alta;65010
Bolognano;BOLOGNANO;Pescara;PESCARA;PE;Abruzzi;Roma Nomentana;Roma Nomentana;alta;65020
Brittoli;BRITTOLI;Pescara;PESCARA;PE;Abruzzi;Roma Nomentana;Roma Nomentana;alta;65010
Bussi Officine;BUSSI OFFICINE;Pescara;PESCARA;PE;Abruzzi;Roma Nomentana;Roma Nomentana;alta;65022
Bussi Sul Tirino;BUSSI SUL TIRINO;Pescara;PESCARA;PE;Abruzzi;Roma Nomentana;Roma Nomentana;alta;65022
